address,name,symbol,totalSupply,createTime,endTime
0xc274a97f1691ef390f662067e95a6eff1f99b504,TinFun,TinFun,10000,1704880799,1713359038
0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,BAYC,10000,1619060596,1689060596
